PAamp,PAf20,PAf40,PAf80,PAf90,PAf95,PAr10,PAr100,PAr20,PAr30,PAr40,PAr50,PAr60,PAr70,PAr80,PAr90,PAr95,PBamp,PBf20,PBf40,PBf80,PBf90,PBf95,PBr10,PBr100,PBr20,PBr30,PBr40,PBr50,PBr60,PBr70,PBr80,PBr90,PBr95,PCamp,PCf20,PCf40,PCf80,PCf90,PCf95,PCr10,PCr100,PCr20,PCr30,PCr40,PCr50,PCr60,PCr70,PCr80,PCr90,PCr95,PDamp,PDf20,PDf40,PDf80,PDf90,PDf95,PDr10,PDr100,PDr20,PDr30,PDr40,PDr50,PDr60,PDr70,PDr80,PDr90,PDr95,PFamp,PFf20,PFf40,PFf80,PFf90,PFf95,PFr10,PFr100,PFr20,PFr30,PFr40,PFr50,PFr60,PFr70,PFr80,PFr90,PFr95,Row,y
-2.88e-06,-2.41e-05,0.0002904,-8.37e-06,0.0003808,0.0003198,9146,-2.27e-06,3.518e-05,0.0004307,2e-05,0.0001326,2.705e-05,1.49e-05,5.26e-05,0.0001131,8.319e-07,0,0.0006987,-1.63e-05,2.214e-05,5.01e-05,3.898e-05,6.18e-07,3.051e-07,6.796e-05,7.146e-05,0.0002275,-1.28e-05,0.0001785,0.0001533,-2.16e-05,4.966e-05,9.238e-05,0.0004747,0.0010014,1.026e-05,0.0005677,0.0002342,-7.91e-06,0.0001385,3.944e-05,3.428e-06,2.848e-05,3.454e-07,0.0002483,3.008e-05,2.394e-05,-2.85e-05,9.179e-05,7.726e-05,0.0007062,-7.2e-06,-1.67e-05,1.775e-05,9.798e-05,0.0001832,7.995e-06,0.0008248,0.0001889,2.731e-07,4.661e-06,0.0007075,1.427e-05,2.934e-07,4.11e-05,0.0001943,8.647e-05,3.145e-05,6.285e-05,1.728e-05,5.558e-05,0.0001339,0.000234,1.195e-05,0.0001076,0.0001531,0.0008463,0.0001564,-2.03e-05,6.118e-05,-1.17e-05,0.0005357,6.23e-06,-7.75e-06,0.000272,-21.034
8.776e-06,-1.19e-05,0.0002523,4.536e-06,0.0002436,0.0001902,92892,-2.25e-05,-8.97e-06,0.0003656,-1.34e-05,5.383e-05,-1.75e-05,8.22e-06,5.045e-05,3.359e-05,-6.9e-06,0,0.0004685,-3.14e-05,1.676e-05,-7.08e-06,-1.21e-05,4.606e-07,2.805e-07,8.713e-05,6.743e-05,9.951e-05,5.469e-07,7.244e-05,1.558e-05,-3.56e-05,-5.62e-06,3.511e-06,0.0004643,0.0006906,-1.68e-05,0.0004649,0.0002518,-1.42e-05,5.025e-05,3.846e-05,-1.97e-05,2.4e-05,1.146e-06,3.449e-05,2.751e-05,3.112e-05,-1.76e-05,1.796e-05,6.293e-06,0.0006447,-2.52e-05,-3.36e-06,2.277e-05,0.0001283,0.0002095,2.545e-07,0.0002876,2.208e-05,4.244e-07,1.357e-05,0.0005645,-2.37e-05,2.873e-07,5.659e-05,0.0001777,8.69e-05,4.171e-05,-1.39e-06,1.974e-05,7.474e-05,0.0001395,0.0002,1.53e-05,4.702e-05,0.00017,0.0006517,5.943e-05,-7.43e-06,3.471e-05,-2.81e-05,0.000116,7.636e-06,-8.59e-06,0.0001685,0.0
2.448e-05,-4.83e-06,0.0001884,1.712e-05,0.0003732,0.0003281,96563,5.992e-05,0.0001205,0.0005278,9.886e-05,0.0001841,5.737e-05,7.558e-06,3.837e-05,0.0001409,-3.68e-06,0,0.0006466,3.223e-05,1.399e-05,8.004e-05,6.988e-05,3.418e-07,2.593e-07,6.577e-05,5.073e-05,0.000222,1.085e-05,0.0002392,0.0002466,2.168e-05,0.000137,0.0001844,0.0003583,0.0008835,8.325e-05,0.0004665,0.0001695,-8.94e-06,0.0001648,2.881e-05,7.035e-05,6.172e-05,2.08e-07,0.0003315,2.1e-05,1.935e-05,-1.06e-05,0.0001191,0.0001047,0.0005497,5.061e-05,5.277e-06,1.332e-05,9.647e-05,0.0001409,1.709e-06,0.0008334,0.000276,2.165e-07,3.495e-05,0.0008182,4.507e-05,4.284e-07,3.781e-05,0.0001172,6.095e-05,2.721e-05,9.328e-05,5.044e-05,5.351e-05,8.847e-05,0.0001375,8.386e-06,0.0001558,0.0001271,0.0007024,0.0001817,1.877e-07,0.0001004,4.13e-05,0.000592,4.074e-06,-4.45e-06,0.0002735,-36.116
3.244e-05,3.039e-06,0.0002221,2.499e-05,0.0003902,0.0003301,28767,5.98e-05,0.0001163,0.0005192,9.557e-05,0.0001837,5.688e-05,1.129e-05,4.466e-05,0.0001328,-2.3e-06,0,0.0006956,3.392e-05,1.856e-05,7.846e-05,6.783e-05,4.868e-07,3.625e-07,6.86e-05,5.806e-05,0.0002242,1.877e-05,0.0002363,0.000237,2.374e-05,0.0001324,0.0001762,0.000359,0.0009697,8.094e-05,0.0005213,0.0001738,-8.25e-06,0.000158,3.476e-05,6.971e-05,6.91e-05,2.735e-07,0.0003283,2.615e-05,2.039e-05,-2.86e-06,0.0001171,0.0001014,0.0005751,5.112e-05,1.337e-05,1.376e-05,9.786e-05,0.0001484,4.078e-06,0.0008907,0.0002694,2.546e-07,4.221e-05,0.0008111,4.393e-05,4.451e-07,4.068e-05,0.0001414,6.928e-05,2.888e-05,8.951e-05,5.684e-05,5.681e-05,9.866e-05,0.0001665,8.509e-06,0.000154,0.0001325,0.0008041,0.0001749,8.255e-06,0.0001106,4.253e-05,0.0006059,4.11e-06,-4.53e-06,0.0002902,-41.01
2.252e-05,-4.54e-06,0.0002045,1.57e-05,0.0003801,0.0003153,102615,5.646e-05,0.0001134,0.0004549,9.377e-05,0.000157,5.642e-05,4.253e-06,3.278e-05,0.0001388,-4.99e-06,0,0.0006485,3.004e-05,9.882e-06,7.913e-05,6.762e-05,4.545e-07,2.572e-07,4.768e-05,4.506e-05,0.0002507,1.001e-05,0.0002045,0.0002328,1.878e-05,0.0001294,0.0001699,0.0003257,0.0009109,7.892e-05,0.0004736,0.0001284,-9.71e-06,0.0001589,2.381e-05,6.555e-05,5.56e-05,2.132e-07,0.0003187,1.635e-05,1.524e-05,-9.99e-06,0.0001209,0.0001009,0.0005148,4.754e-05,4.995e-06,1.091e-05,7.15e-05,0.0001072,-5.48e-07,0.000807,0.0002633,2.011e-07,3.123e-05,0.0007005,4.305e-05,3.785e-07,2.806e-05,0.0001075,5.377e-05,2.054e-05,8.737e-05,4.413e-05,3.918e-05,7.79e-05,0.0001429,7.118e-06,0.0001331,9.307e-05,0.0006999,0.0001836,2.739e-07,8.19e-05,3.869e-05,0.0005718,3.59e-06,-4.27e-06,0.000299,-36.116
4.151e-06,-1.43e-05,0.000249,5.678e-07,0.0002904,0.0002383,37154,-2.17e-05,-7.58e-06,0.0002438,-1.23e-05,3.954e-05,-4.27e-07,1.026e-05,4.526e-05,5.849e-05,-2.26e-06,0,0.0005247,-3.03e-05,1.672e-05,1.596e-05,7.832e-06,6.781e-07,3.115e-07,7.97e-05,6.297e-05,0.0001636,-2.88e-06,4.796e-05,2.11e-05,-3.42e-05,-3.98e-06,6.057e-06,0.0004783,0.0007549,-1.59e-05,0.0004813,0.0002494,-9.69e-06,8.224e-05,3.404e-05,-1.89e-05,1.654e-05,1.148e-06,5.56e-05,2.452e-05,2.742e-05,-1.99e-05,4.597e-05,3.411e-05,0.0006978,-2.44e-05,-6.37e-06,1.987e-05,0.0001124,0.0001945,4.112e-06,0.0003464,3.15e-05,4.178e-07,8.128e-06,0.0004533,-1.06e-05,3.164e-07,4.674e-05,0.0001697,8.02e-05,3.587e-05,2.49e-05,1.308e-05,6.48e-05,0.0001244,0.0002002,1.324e-05,3.483e-05,0.000168,0.0006942,0.0001083,-1e-05,2.525e-05,-2.72e-05,0.0001615,6.668e-06,-8.24e-06,0.000198,-9.988
-5.27e-06,-2.83e-05,0.0002902,-1.11e-05,0.0003764,0.0003258,121722,-5.38e-06,3.464e-05,0.0004263,1.833e-05,0.0001258,2.347e-05,1.523e-05,5.429e-05,0.0001087,1.31e-06,0,0.0006538,-2.06e-05,2.285e-05,4.519e-05,3.477e-05,4.265e-07,1.843e-07,7.072e-05,7.405e-05,0.0002086,-1.6e-05,0.0001698,0.000145,-2.64e-05,4.858e-05,8.787e-05,0.0004519,0.0008968,8.019e-06,0.0005605,0.0002328,-6.45e-06,0.000133,4.07e-05,6.856e-07,2.615e-05,2.432e-07,0.0002396,3.109e-05,2.35e-05,-3.3e-05,8.744e-05,7.01e-05,0.0006593,-1.07e-05,-2.03e-05,1.735e-05,9.827e-05,0.0001809,8.439e-06,0.0007624,0.0001808,1.863e-07,2.74e-06,0.000678,8.843e-06,2.151e-07,4.109e-05,0.0001956,9.015e-05,3.13e-05,5.881e-05,1.53e-05,5.523e-05,0.0001334,0.0002343,1.149e-05,0.0001003,0.0001496,0.0007825,0.0001553,-2.43e-05,6.067e-05,-1.55e-05,0.0005186,5.861e-06,-7.43e-06,0.0002753,-21.034
3.792e-06,-1.56e-05,0.0002574,-9.82e-08,0.0002628,0.0002077,144501,-2.26e-05,-8.94e-06,0.0003052,-1.35e-05,4.104e-05,-1.53e-05,-2.01e-06,5.454e-05,4.63e-05,-1.18e-05,0,0.0004967,-3.09e-05,4.012e-06,-5.21e-06,-1.06e-05,3.769e-07,1.968e-07,8.501e-05,7.078e-05,0.0001327,-3.81e-06,4.972e-05,1.703e-05,-3.48e-05,-5.48e-06,3.905e-06,0.0004701,0.0006914,-1.69e-05,0.0004699,0.0002562,-1.73e-05,6.407e-05,3.822e-05,-1.99e-05,1.692e-05,8.675e-07,4.148e-05,1.363e-05,2.982e-05,-2.1e-05,3.066e-05,1.488e-05,0.000681,-2.53e-05,-7.49e-06,2.149e-05,0.0001271,0.0002038,-6.99e-06,0.0002922,2.554e-05,2.673e-07,8.085e-06,0.0005012,-2.05e-05,2.104e-07,5.249e-05,0.0001775,8.378e-05,4.018e-05,2.578e-06,1.333e-05,7.091e-05,0.0001287,0.0002038,1.407e-05,3.605e-05,0.0001676,0.0006761,8.364e-05,-1.13e-05,2.55e-05,-2.8e-05,0.000122,7.044e-06,-8.68e-06,0.0001634,-3.969
2.534e-06,-1.48e-05,0.0002468,-8.5e-07,0.0002892,0.0002383,50863,-2.08e-05,-6.87e-06,0.0002337,-1.15e-05,3.678e-05,3.224e-06,1.176e-05,4.889e-05,6.635e-05,-1.13e-06,0,0.0005296,-2.92e-05,1.885e-05,1.907e-05,1.212e-05,5.501e-07,2.392e-07,7.623e-05,6.588e-05,0.0001454,-4.09e-06,4.499e-05,1.957e-05,-3.31e-05,-3.38e-06,6.248e-06,0.0004592,0.0007324,-1.51e-05,0.0004529,0.0002434,-8.65e-06,8.581e-05,3.732e-05,-1.81e-05,1.443e-05,9.289e-07,4.61e-05,2.726e-05,2.727e-05,-2e-05,5.219e-05,4.121e-05,0.0006696,-2.35e-05,-7.37e-06,1.987e-05,0.000131,0.0001968,5.242e-06,0.0003258,2.774e-05,3.057e-07,6.318e-06,0.0004489,-1.22e-05,2.517e-07,4.8e-05,0.0001694,8.02e-05,3.638e-05,2.671e-05,1.109e-05,6.261e-05,0.0001278,0.0002017,1.327e-05,3.219e-05,0.0001664,0.0006857,0.0001242,-1.08e-05,2.304e-05,-2.62e-05,0.0001475,6.821e-06,-8.86e-06,0.0001906,-9.988
-1.51e-06,-1.77e-05,0.0002635,-4.88e-06,0.0002956,0.0002311,29047,-2.09e-05,-6.16e-06,0.0003266,-1.12e-05,7.667e-05,3.842e-06,1.373e-05,5.423e-05,7.135e-05,-6.83e-07,0,0.0005607,-2.94e-05,2.116e-05,2.063e-05,1.201e-05,5.828e-07,2.4e-07,7.587e-05,7.262e-05,0.0001672,-7.99e-06,0.0001163,3.443e-05,-3.32e-05,-2.2e-06,1.04e-05,0.0004757,0.0007517,-1.5e-05,0.0005115,0.0002398,-8.88e-06,9.551e-05,3.984e-05,-1.81e-05,1.164e-05,9.41e-07,8.272e-05,2.933e-05,2.622e-05,-2.23e-05,5.672e-05,3.916e-05,0.0006834,-2.36e-05,-1.1e-05,1.892e-05,0.0001184,0.0001961,6.379e-06,0.0004182,5.558e-05,3.046e-07,2.41e-06,0.0005458,-9.67e-06,3.008e-07,4.444e-05,0.0001872,8.658e-05,3.431e-05,2.916e-05,7.68e-06,6.241e-05,0.0001352,0.0002142,1.268e-05,4.82e-05,0.0001632,0.0007281,0.0001144,-1.42e-05,2.4e-05,-2.64e-05,0.0002193,6.583e-06,-7.93e-06,0.0001875,-9.988
-4.76e-07,-1.68e-05,0.0002653,-3.76e-06,0.0002964,0.0002438,118615,-2.1e-05,-6.56e-06,0.000297,-1.15e-05,4.671e-05,3.204e-06,1.291e-05,5.234e-05,6.816e-05,-4.63e-07,0,0.000519,-2.94e-05,2.014e-05,1.991e-05,1.226e-05,6.391e-07,2.712e-07,7.953e-05,7.108e-05,0.0001455,-6.85e-06,9.316e-05,2.94e-05,-3.31e-05,-2.77e-06,8.725e-06,0.0004737,0.0007764,-1.52e-05,0.0004955,0.0002394,-8.13e-06,9.432e-05,3.774e-05,-1.82e-05,1.187e-05,1.019e-06,7.548e-05,2.825e-05,2.743e-05,-2.17e-05,5.135e-05,3.866e-05,0.0006788,-2.37e-05,-9.93e-06,1.986e-05,0.0001319,0.0001974,6.196e-06,0.0003981,4.748e-05,3.554e-07,3.279e-06,0.0005052,-7.44e-06,3.17e-07,4.711e-05,0.0001754,8.827e-05,3.586e-05,2.928e-05,8.215e-06,6.548e-05,0.0001271,0.0002147,1.302e-05,3.625e-05,0.0001743,0.0007135,0.0001126,-1.31e-05,2.232e-05,-2.64e-05,0.000207,6.618e-06,-7.69e-06,0.0002118,-9.988
4.788e-06,-1.55e-05,0.0002501,5.924e-07,0.0002497,0.000209,63998,-2.07e-05,-6.87e-06,0.0003438,-1.13e-05,4.86e-05,-1.48e-05,-7.58e-06,4.98e-05,4.551e-05,-1.59e-05,0,0.0004854,-2.98e-05,-3.18e-06,-6.04e-06,-1.04e-05,3.622e-07,2.122e-07,8.745e-05,6.403e-05,0.000123,-3.35e-06,6.266e-05,1.614e-05,-3.4e-05,-3.59e-06,4.655e-06,0.000478,0.0006859,-1.48e-05,0.0004662,0.0002579,-2.08e-05,5.887e-05,3.6e-05,-1.78e-05,1.932e-05,8.98e-07,3.338e-05,2.602e-06,3.295e-05,-2.11e-05,2.792e-05,5.623e-06,0.0006763,-2.36e-05,-7.23e-06,2.44e-05,0.0001118,0.0002016,-1.16e-05,0.0002586,2.239e-05,3.009e-07,9.444e-06,0.0005455,-1.98e-05,2.064e-07,5.538e-05,0.0001677,7.407e-05,4.262e-05,-1.01e-06,1.523e-05,7.306e-05,0.000123,0.0001989,1.599e-05,4.226e-05,0.0001804,0.0006491,7.045e-05,-1.12e-05,3.025e-05,-2.65e-05,0.0001015,7.789e-06,-8.49e-06,0.000168,-3.969
1.744e-06,-1.58e-05,0.0002517,-1.68e-06,0.0002881,0.0002297,92245,-2.25e-05,-8.47e-06,0.0002728,-1.32e-05,3.816e-05,-1.51e-06,1.035e-05,4.804e-05,6.416e-05,-2.67e-06,0,0.0005266,-3.09e-05,1.726e-05,1.768e-05,9.131e-06,6.325e-07,2.835e-07,8.052e-05,6.657e-05,0.0001598,-4.95e-06,4.851e-05,2.179e-05,-3.47e-05,-4.79e-06,6.219e-06,0.0004719,0.0007561,-1.68e-05,0.0004826,0.0002477,-1.01e-05,9.157e-05,3.524e-05,-1.97e-05,1.386e-05,1.069e-06,5.794e-05,2.494e-05,2.646e-05,-2.11e-05,4.674e-05,3.554e-05,0.000693,-2.51e-05,-8.26e-06,1.89e-05,0.0001206,0.000195,3.903e-06,0.0003574,3.35e-05,3.699e-07,5.578e-06,0.0004674,-1.32e-05,3.009e-07,4.728e-05,0.0001702,8.342e-05,3.561e-05,2.729e-05,1.043e-05,6.508e-05,0.0001326,0.0002029,1.25e-05,3.288e-05,0.0001695,0.0007019,0.0001146,-1.17e-05,2.221e-05,-2.78e-05,0.0001693,6.491e-06,-8.22e-06,0.0002068,-9.988
-5.77e-06,-2.9e-05,0.0002953,-1.17e-05,0.0003799,0.0003085,100454,-1.09e-05,2.386e-05,0.0004535,9.862e-06,0.0001359,1.908e-05,1.493e-05,5.561e-05,0.0001017,1.249e-06,0,0.0006746,-2.45e-05,2.238e-05,4.216e-05,3.126e-05,5.282e-07,2.463e-07,7.014e-05,7.51e-05,0.0001845,-1.66e-05,0.0001853,0.0001394,-2.98e-05,3.689e-05,8.536e-05,0.0004736,0.0009661,7.498e-07,0.0005757,0.0002349,-7.52e-06,0.0001275,4.1e-05,-5.72e-06,2.618e-05,3.871e-07,0.0002321,3.065e-05,2.485e-05,-3.39e-05,8.343e-05,6.862e-05,0.0006933,-1.55e-05,-2.09e-05,1.813e-05,0.0001053,0.0001863,8.285e-06,0.0007725,0.0001733,2.508e-07,2.38e-06,0.0007204,5.367e-06,2.824e-07,4.267e-05,0.0001983,9.174e-05,3.24e-05,5.372e-05,1.553e-05,5.893e-05,0.0001413,0.000235,1.201e-05,0.0001102,0.0001551,0.0008309,0.0001478,-2.49e-05,6.696e-05,-1.99e-05,0.0005067,6.022e-06,-7.03e-06,0.0002605,-21.034
1.198e-05,-1.09e-05,0.0002473,7.129e-06,0.0002423,0.0001897,40900,-2.12e-05,-7.35e-06,0.0004047,-1.17e-05,0.0001433,-1.57e-05,8.433e-06,5.022e-05,3.611e-05,-6.34e-06,0,0.0004811,-3.1e-05,1.637e-05,-5.66e-06,-1.06e-05,4.059e-07,2.784e-07,8.669e-05,6.888e-05,8.893e-05,2.638e-06,0.0001886,1.448e-05,-3.56e-05,-4.15e-06,4.138e-06,0.0004808,0.000691,-1.52e-05,0.0004684,0.0002553,-1.42e-05,5.57e-05,3.684e-05,-1.83e-05,3.005e-05,1.111e-06,2.799e-05,2.592e-05,3.273e-05,-1.7e-05,1.674e-05,6.038e-06,0.0006995,-2.42e-05,-1.73e-06,2.363e-05,0.0001345,0.0002131,1.105e-06,0.0002549,1.953e-05,4.169e-07,1.758e-05,0.0006154,-2.14e-05,2.699e-07,5.613e-05,0.0001765,8.154e-05,4.34e-05,-4.73e-07,2.487e-05,7.449e-05,0.0001129,0.0001994,1.613e-05,6.171e-05,0.0001785,0.000674,6.864e-05,-6.14e-06,4.253e-05,-2.74e-05,0.000101,8.631e-06,-9.46e-06,0.0001683,0.0
-1.03e-05,-2.92e-05,0.0002862,-1.48e-05,0.000362,0.0003065,123851,-1.2e-05,1.762e-05,0.0003929,5.29e-06,0.0001084,1.893e-05,1.429e-05,5.304e-05,0.0001019,-4.28e-09,0,0.0006712,-2.44e-05,2.174e-05,4.3e-05,3.044e-05,7.287e-07,3.043e-07,6.77e-05,7.14e-05,0.0002115,-1.86e-05,0.0001478,0.000124,-2.95e-05,2.986e-05,6.756e-05,0.0004789,0.0009695,-2.08e-06,0.0005587,0.0002376,-8.1e-06,0.0001306,4.008e-05,-7.54e-06,1.383e-05,4.356e-07,0.0002124,2.997e-05,2.47e-05,-3.37e-05,8.314e-05,6.59e-05,0.0006988,-1.61e-05,-2.21e-05,1.815e-05,0.0001131,0.0001885,7.091e-06,0.0007526,0.0001546,3.205e-07,-4.4e-06,0.0006546,7.154e-06,2.842e-07,4.156e-05,0.0001946,8.598e-05,3.239e-05,5.42e-05,5.005e-06,5.524e-05,0.0001227,0.0002274,1.203e-05,8.543e-05,0.000158,0.0008188,0.0001462,-2.55e-05,4.596e-05,-2.01e-05,0.0004815,6.108e-06,-7.65e-06,0.0002631,-21.034
2.109e-06,-2.23e-05,0.0003249,-4.1e-06,0.000392,0.0003172,102558,-9.49e-06,2.282e-05,0.0004993,1.017e-05,0.0001428,2.43e-05,1.994e-05,6.59e-05,0.0001112,3.311e-06,0,0.0007109,-2.32e-05,2.885e-05,4.768e-05,3.575e-05,4.293e-07,2.218e-07,7.96e-05,8.761e-05,0.0001989,-9.22e-06,0.0001965,0.0001305,-2.87e-05,3.419e-05,7.412e-05,0.0004946,0.0010449,1.919e-06,0.0006333,0.000241,-6.31e-06,0.000139,5.105e-05,-4.33e-06,3.383e-05,2.625e-07,0.0002309,3.924e-05,2.773e-05,-2.74e-05,9.084e-05,7.574e-05,0.0007388,-1.41e-05,-1.36e-05,2.035e-05,0.0001229,0.0001942,1.162e-05,0.0008345,0.0001667,2.2e-07,1.017e-05,0.0008013,9.748e-06,1.691e-07,4.822e-05,0.0002195,0.0001047,3.686e-05,6.112e-05,2.299e-05,6.604e-05,0.0001469,0.0002583,1.378e-05,0.000115,0.0001653,0.0009469,0.0001556,-1.79e-05,7.012e-05,-1.85e-05,0.0005324,7.049e-06,-8.31e-06,0.0002807,-17.992
3.78e-06,-2.19e-05,0.0002952,-3.11e-06,0.0003801,0.0003102,87080,-8.24e-07,3.762e-05,0.0004624,2.263e-05,0.0001363,3.373e-05,1.83e-05,5.727e-05,0.0001146,2.169e-06,0,0.0006498,-1.67e-05,2.583e-05,5.354e-05,4.362e-05,5.541e-07,1.613e-07,6.448e-05,7.578e-05,0.0002496,-8.42e-06,0.0001861,0.0001538,-2.25e-05,4.948e-05,8.488e-05,0.0004584,0.0008844,1.275e-05,0.0005666,0.0002412,-5.74e-06,0.0001471,4.404e-05,5.355e-06,3.552e-05,2.997e-07,0.0002467,3.39e-05,2.468e-05,-2.68e-05,0.0001049,8.118e-05,0.0006738,-6.29e-06,-1.31e-05,1.774e-05,0.0001184,0.00019,1.005e-05,0.000788,0.0001845,1.376e-07,1.242e-05,0.0007391,1.349e-05,1.505e-07,4.211e-05,0.000203,9.229e-05,3.248e-05,7.215e-05,2.5e-05,5.532e-05,0.0001536,0.000243,1.177e-05,0.000111,0.0001612,0.000805,0.0002087,-1.75e-05,7.128e-05,-1.14e-05,0.0005335,5.804e-06,-7.53e-06,0.0002884,-19.7
1.528e-05,-1e-05,0.0002011,8.793e-06,0.0003735,0.0003186,22500,4.934e-05,0.0001061,0.0004159,8.538e-05,0.0001401,4.863e-05,-4.36e-06,2.481e-05,0.0001217,-1.33e-05,0,0.0006453,2.296e-05,1.185e-06,6.943e-05,5.813e-05,7.055e-07,3.13e-07,3.462e-05,3.764e-05,0.0002291,3.525e-06,0.0001817,0.0002213,1.376e-05,0.0001219,0.0001531,0.0003155,0.0009014,7.082e-05,0.0004539,0.000114,-1.81e-05,0.0001459,1.559e-05,5.905e-05,4.597e-05,2.529e-07,0.0003105,7.898e-06,1.307e-05,-1.52e-05,0.0001056,9.154e-05,0.0005417,3.973e-05,-1.12e-06,9.945e-06,6.358e-05,9.553e-05,-9.04e-06,0.0008318,0.0002532,2.003e-07,2.367e-05,0.000677,3.633e-05,2.529e-07,2.085e-05,0.0001056,4.646e-05,1.655e-05,8.16e-05,3.581e-05,2.766e-05,7.718e-05,0.0001394,6.912e-06,0.0001166,8.44e-05,0.0007052,0.0001741,-5.56e-06,7.158e-05,3.117e-05,0.0005691,3.721e-06,-5.24e-06,0.0002733,-39.4
-2.67e-06,-2.44e-05,0.0002776,-8.26e-06,0.0003823,0.0003114,10131,4.738e-06,5.204e-05,0.0004087,3.377e-05,0.0001213,2.637e-05,1.213e-05,4.643e-05,0.0001107,-6.31e-07,0,0.0006723,-1.23e-05,1.885e-05,5.271e-05,4.062e-05,7.117e-07,2.822e-07,6.597e-05,6.322e-05,0.0002136,-1.28e-05,0.0001629,0.0001798,-1.89e-05,6.801e-05,0.0001144,0.0004615,0.0009699,2.118e-05,0.0005513,0.0002289,-8.86e-06,0.0001335,3.509e-05,1.189e-05,2.664e-05,3.156e-07,0.0002757,2.62e-05,2.251e-05,-2.88e-05,8.921e-05,7.602e-05,0.000678,-1.31e-06,-1.68e-05,1.642e-05,9.124e-05,0.0001758,5.943e-06,0.000826,0.000214,2.534e-07,4.802e-06,0.0006696,1.382e-05,3.335e-07,3.829e-05,0.0001817,7.849e-05,2.95e-05,6.338e-05,1.671e-05,5.202e-05,0.000136,0.0002164,1.086e-05,9.86e-05,0.000149,0.0008039,0.0001586,-2.06e-05,5.364e-05,-6.84e-06,0.000568,5.534e-06,-6.73e-06,0.0002786,-24.077
3.419e-05,3.488e-06,0.0002033,2.65e-05,0.0003734,0.0003228,43692,6.262e-05,0.0001218,0.0005534,9.907e-05,0.0001962,5.881e-05,1.176e-05,4.393e-05,0.0001382,-1.76e-06,0,0.0006781,3.511e-05,1.857e-05,7.965e-05,6.921e-05,3.322e-07,3.116e-07,7.337e-05,5.694e-05,0.0002318,1.992e-05,0.0002521,0.0002458,2.383e-05,0.0001387,0.0001774,0.0003684,0.0009653,8.44e-05,0.0004981,0.0001869,-7.94e-06,0.0001621,3.437e-05,7.228e-05,7.082e-05,2.239e-07,0.0003368,2.602e-05,2.204e-05,-2.72e-06,0.0001195,0.0001027,0.0005736,5.306e-05,1.41e-05,1.496e-05,0.0001118,0.0001591,4.99e-06,0.0009249,0.0002765,2.123e-07,4.401e-05,0.000895,4.384e-05,4.128e-07,4.33e-05,0.0001374,6.759e-05,3.133e-05,9.127e-05,5.862e-05,6.044e-05,9.665e-05,0.0001578,9.275e-06,0.000166,0.0001437,0.0008047,0.00018,8.799e-06,0.0001014,4.435e-05,0.0006143,4.449e-06,-4.8e-06,0.0002889,-41.01
2.33e-05,-7.02e-06,0.0001884,1.519e-05,0.0003841,0.0003281,62097,6.087e-05,0.0001252,0.0005623,0.0001011,0.0001999,5.445e-05,8.303e-06,3.922e-05,0.0001366,-3.15e-06,0,0.0006374,3.179e-05,1.445e-05,7.739e-05,6.604e-05,3.167e-07,2.65e-07,7.088e-05,5.263e-05,0.000245,8.47e-06,0.0002591,0.0002476,2.038e-05,0.0001456,0.000193,0.0003806,0.0009133,8.481e-05,0.0004663,0.0001901,-8.67e-06,0.0001664,2.927e-05,7.16e-05,6.312e-05,1.999e-07,0.0003422,2.124e-05,2.191e-05,-1.25e-05,0.0001179,0.0001013,0.0005664,5.07e-05,2.908e-06,1.477e-05,0.0001058,0.0001583,2.472e-06,0.0008711,0.0002833,2.321e-07,3.386e-05,0.0008739,4.026e-05,4.477e-07,4.234e-05,0.0001191,6.267e-05,3.101e-05,9.003e-05,4.946e-05,5.87e-05,8.74e-05,0.0001372,9.239e-06,0.0001639,0.0001419,0.0007153,0.0001806,-2.11e-06,0.0001066,4.133e-05,0.0006061,4.491e-06,-4.93e-06,0.0002895,-36.116
1.459e-06,-2.19e-05,0.0002765,-4.87e-06,0.000376,0.0003168,30884,1.821e-05,7.209e-05,0.0004335,5.227e-05,0.0001385,3.746e-05,1.356e-05,4.846e-05,0.0001202,6.044e-07,0,0.0006615,-2.38e-06,2.009e-05,5.882e-05,4.956e-05,4.837e-07,2.033e-07,5.65e-05,6.611e-05,0.0002326,-9.95e-06,0.0001825,0.0002044,-9.9e-06,8.969e-05,0.0001294,0.0004446,0.000949,3.838e-05,0.0005509,0.0002151,-7.22e-06,0.0001505,3.68e-05,2.706e-05,3.512e-05,1.992e-07,0.0002975,2.78e-05,2.089e-05,-2.62e-05,0.0001053,8.201e-05,0.0006537,1.118e-05,-1.42e-05,1.554e-05,9.265e-05,0.0001691,7.232e-06,0.0008839,0.0002396,1.673e-07,9.815e-06,0.0007113,2.294e-05,2.804e-07,3.449e-05,0.0001824,8.255e-05,2.686e-05,7.422e-05,2.351e-05,4.619e-05,0.000119,0.0002138,1.041e-05,0.000113,0.0001427,0.0008007,0.0001685,-1.81e-05,6.545e-05,4.201e-06,0.0005833,5.252e-06,-5.99e-06,0.0002667,-24.077
