PAamp,PAf20,PAf40,PAf80,PAf90,PAf95,PAr10,PAr100,PAr20,PAr30,PAr40,PAr50,PAr60,PAr70,PAr80,PAr90,PAr95,PBamp,PBf20,PBf40,PBf80,PBf90,PBf95,PBr10,PBr100,PBr20,PBr30,PBr40,PBr50,PBr60,PBr70,PBr80,PBr90,PBr95,PCamp,PCf20,PCf40,PCf80,PCf90,PCf95,PCr10,PCr100,PCr20,PCr30,PCr40,PCr50,PCr60,PCr70,PCr80,PCr90,PCr95,PDamp,PDf20,PDf40,PDf80,PDf90,PDf95,PDr10,PDr100,PDr20,PDr30,PDr40,PDr50,PDr60,PDr70,PDr80,PDr90,PDr95,PFamp,PFf20,PFf40,PFf80,PFf90,PFf95,PFr10,PFr100,PFr20,PFr30,PFr40,PFr50,PFr60,PFr70,PFr80,PFr90,PFr95,Row,y
3.431e-05,4.508e-06,0.0002055,2.687e-05,0.0003827,0.0003187,60858,6.104e-05,0.0001179,0.0005364,9.745e-05,0.0001932,5.548e-05,1.215e-05,4.477e-05,0.0001351,-1.61e-06,0,0.0006734,3.538e-05,1.954e-05,7.832e-05,6.725e-05,4.019e-07,3.405e-07,7.225e-05,5.935e-05,0.0002253,2.052e-05,0.0002473,0.000241,2.542e-05,0.0001346,0.0001821,0.0003616,0.0009501,8.303e-05,0.0004981,0.0001837,-7.64e-06,0.0001599,3.523e-05,7.114e-05,7.007e-05,2.569e-07,0.0003305,2.703e-05,2.175e-05,-1.49e-06,0.0001173,0.0001019,0.0005588,5.241e-05,1.491e-05,1.455e-05,0.0001021,0.000157,4.94e-06,0.000853,0.0002728,2.343e-07,4.406e-05,0.0008178,4.354e-05,4.343e-07,4.348e-05,0.0001363,7.033e-05,3.097e-05,8.953e-05,5.8e-05,6.02e-05,9.972e-05,0.000159,8.935e-06,0.0001631,0.0001398,0.0007868,0.0001931,9.763e-06,0.0001045,4.414e-05,0.0005958,4.281e-06,-4.62e-06,0.0002721,-41.01
3.509e-05,6.554e-06,0.000206,2.799e-05,0.0003889,0.0003352,9161,6.08e-05,0.0001149,0.000498,9.577e-05,0.0001759,5.911e-05,1.026e-05,4.201e-05,0.0001335,-2.03e-06,0,0.0006777,3.499e-05,1.696e-05,7.935e-05,6.943e-05,4.284e-07,3.332e-07,6.303e-05,5.5e-05,0.0002268,2.211e-05,0.000222,0.0002354,2.531e-05,0.0001314,0.00017,0.0003364,0.0009768,8.155e-05,0.0005043,0.0001649,-7.51e-06,0.0001579,3.245e-05,6.997e-05,6.985e-05,2.463e-07,0.0003237,2.423e-05,1.947e-05,4.946e-07,0.0001175,0.0001006,0.0005462,5.255e-05,1.678e-05,1.337e-05,9.729e-05,0.0001401,3.872e-06,0.0008821,0.0002647,2.209e-07,4.412e-05,0.0007779,4.61e-05,4.113e-07,3.758e-05,0.0001333,6.497e-05,2.716e-05,8.851e-05,5.806e-05,5.259e-05,9.329e-05,0.0001557,8.344e-06,0.0001475,0.0001255,0.0007694,0.0001745,1.175e-05,0.0001028,4.412e-05,0.0005926,4.049e-06,-4.48e-06,0.0002882,-41.01
-4.57e-07,-2.25e-05,0.0002952,-5.91e-06,0.0003663,0.0002943,73492,-2.18e-06,3.059e-05,0.000392,1.769e-05,0.0001106,3.013e-05,1.857e-05,5.867e-05,0.0001324,3.32e-06,0,0.0006432,-1.62e-05,2.628e-05,5.979e-05,4.59e-05,7.154e-07,1.751e-07,6.748e-05,7.567e-05,0.0001902,-1.05e-05,0.0001503,0.0001287,-2.18e-05,4.487e-05,8.148e-05,0.0004621,0.000853,9.389e-06,0.000554,0.0002275,-4.4e-06,0.0001527,4.519e-05,3.076e-06,2.627e-05,3.372e-07,0.0002168,3.526e-05,2.556e-05,-2.71e-05,0.0001,8.701e-05,0.0006612,-6.85e-06,-1.45e-05,1.879e-05,0.0001062,0.0001806,1.091e-05,0.0007383,0.0001605,1.464e-07,6.644e-06,0.000635,2.613e-05,1.401e-07,4.064e-05,0.000191,9.56e-05,3.25e-05,7.073e-05,1.732e-05,5.538e-05,0.000163,0.0002312,1.247e-05,9.068e-05,0.0001578,0.0007726,0.0001709,-1.84e-05,5.028e-05,-1.14e-05,0.0004909,5.66e-06,-6.11e-06,0.0002325,-19.7
9.94e-06,-1.2e-05,0.0002513,5.282e-06,0.000244,0.000191,114918,-2.08e-05,-6.77e-06,0.0003977,-1.11e-05,0.000139,-1.63e-05,6.769e-06,4.851e-05,3.806e-05,-6.67e-06,0,0.00045,-3.07e-05,1.555e-05,-5.56e-06,-1.07e-05,3.389e-07,2.31e-07,8.536e-05,6.577e-05,0.0001256,1.007e-06,0.0001875,1.325e-05,-3.52e-05,-3.64e-06,4.033e-06,0.000471,0.0006849,-1.46e-05,0.0004652,0.0002572,-1.37e-05,5.342e-05,3.709e-05,-1.78e-05,2.69e-05,9.466e-07,2.391e-05,2.529e-05,3.315e-05,-1.79e-05,1.839e-05,6.641e-06,0.0006896,-2.39e-05,-3.13e-06,2.319e-05,0.0001208,0.0002015,-3.68e-07,0.0002202,1.738e-05,3.478e-07,1.528e-05,0.0006049,-2.28e-05,2.227e-07,5.428e-05,0.000166,7.906e-05,4.243e-05,-1.75e-07,2.198e-05,6.974e-05,0.0001232,0.0001969,1.516e-05,6.35e-05,0.0001846,0.0006505,6.107e-05,-7.36e-06,4.163e-05,-2.71e-05,9.181e-05,8.136e-06,-8.86e-06,0.0001611,0.0
5.789e-06,-1.41e-05,0.000248,1.638e-06,0.0002548,0.0002005,182247,-1.99e-05,-6.03e-06,0.0003129,-1.05e-05,4.758e-05,-1.29e-05,-1.38e-06,5.517e-05,5.015e-05,-9.82e-06,0,0.0004931,-2.89e-05,3.162e-06,-3.93e-06,-8.46e-06,3.982e-07,2.246e-07,8.498e-05,6.9e-05,0.0001491,-2.25e-06,5.805e-05,1.809e-05,-3.3e-05,-2.75e-06,5.929e-06,0.0004822,0.0006981,-1.4e-05,0.0004727,0.0002545,-1.47e-05,6.298e-05,4e-05,-1.7e-05,2.04e-05,9.176e-07,3.654e-05,8.849e-06,3.272e-05,-1.95e-05,3.69e-05,1.197e-05,0.0007137,-2.27e-05,-6.03e-06,2.326e-05,0.0001235,0.0002118,-5.58e-06,0.0002656,2.481e-05,3.066e-07,1.046e-05,0.0005229,-1.81e-05,2.163e-07,5.49e-05,0.0001722,7.711e-05,4.284e-05,1.484e-06,1.632e-05,7.185e-05,0.0001259,0.0002021,1.506e-05,4.199e-05,0.0001819,0.0006753,8.145e-05,-9.91e-06,3.072e-05,-2.56e-05,0.0001046,7.718e-06,-7.96e-06,0.0001705,-3.969
-8.92e-06,-2.91e-05,0.0002942,-1.39e-05,0.0003819,0.0003202,74134,-6.93e-06,2.669e-05,0.0003891,1.353e-05,0.0001085,2.296e-05,1.468e-05,5.323e-05,0.0001067,8.445e-07,0,0.0006729,-2.04e-05,2.219e-05,4.717e-05,3.459e-05,5.557e-07,1.907e-07,6.912e-05,7.161e-05,0.0002344,-1.81e-05,0.0001474,0.0001369,-2.59e-05,3.959e-05,8.641e-05,0.0004658,0.0009726,4.67e-06,0.0005639,0.0002306,-7.39e-06,0.0001367,4.039e-05,-1.78e-06,1.695e-05,2.958e-07,0.0002265,3.048e-05,2.357e-05,-3.35e-05,8.932e-05,7.452e-05,0.0006828,-1.15e-05,-2.18e-05,1.731e-05,8.641e-05,0.0001778,7.705e-06,0.0007792,0.0001654,2.172e-07,-2.26e-06,0.000652,1.141e-05,2.214e-07,3.986e-05,0.0001991,8.776e-05,3.093e-05,5.93e-05,8.193e-06,5.515e-05,0.0001336,0.0002347,1.158e-05,8.64e-05,0.0001543,0.0008561,0.0001573,-2.54e-05,4.801e-05,-1.58e-05,0.0005026,5.877e-06,-6.93e-06,0.0002612,-21.034
9.541e-06,-1.17e-05,0.0002591,5.292e-06,0.0002519,0.0002024,151769,-2.21e-05,-8.64e-06,0.000361,-1.29e-05,5.308e-05,-1.59e-05,1.364e-05,5.153e-05,3.901e-05,2.095e-08,0,0.0004882,-3.12e-05,2.191e-05,-5.71e-06,-1.07e-05,3.753e-07,2.316e-07,9.8e-05,7.226e-05,9.793e-05,1.26e-06,6.959e-05,1.326e-05,-3.55e-05,-5.49e-06,2.731e-06,0.0004625,0.0006934,-1.63e-05,0.000472,0.0002526,-7.31e-06,5.448e-05,4.093e-05,-1.93e-05,2.413e-05,9.746e-07,2.739e-05,3.14e-05,3.127e-05,-1.77e-05,1.671e-05,5.366e-06,0.0006736,-2.49e-05,-2.78e-06,2.197e-05,0.0001363,0.0002101,6.419e-06,0.000245,1.844e-05,3.349e-07,1.429e-05,0.000556,-2.21e-05,2.307e-07,5.404e-05,0.0001686,8.659e-05,4.243e-05,-5.5e-07,2.014e-05,7.066e-05,0.0001435,0.0002038,1.421e-05,4.637e-05,0.000168,0.000684,6.515e-05,-7.03e-06,3.393e-05,-2.78e-05,9.811e-05,6.678e-06,-7.73e-06,0.0001615,0.0
3.381e-05,6.523e-06,0.0002172,2.72e-05,0.0003861,0.0003338,75733,5.956e-05,0.0001112,0.0004697,9.369e-05,0.0001643,5.936e-05,9.409e-06,4.15e-05,0.000135,-1.74e-06,0,0.0006659,3.518e-05,1.632e-05,7.935e-05,6.891e-05,4.668e-07,3.487e-07,5.966e-05,5.446e-05,0.000227,2.161e-05,0.0002106,0.0002283,2.567e-05,0.0001282,0.0001654,0.0003208,0.0009465,7.931e-05,0.0005036,0.0001495,-7.03e-06,0.0001541,3.192e-05,6.899e-05,6.47e-05,2.51e-07,0.0003144,2.371e-05,1.839e-05,7.114e-07,0.0001152,0.000101,0.0005211,5.109e-05,1.651e-05,1.277e-05,8.626e-05,0.0001279,3.462e-06,0.0008442,0.0002626,2.344e-07,4.251e-05,0.0007431,4.688e-05,4.041e-07,3.501e-05,0.0001312,6.415e-05,2.542e-05,8.878e-05,5.511e-05,4.916e-05,8.706e-05,0.0001597,8.076e-06,0.0001408,0.0001141,0.0007629,0.0001748,1.155e-05,9.266e-05,4.337e-05,0.0005735,3.941e-06,-4.45e-06,0.0002862,-41.01
1.029e-06,-2.34e-05,0.0002988,-5.54e-06,0.0003912,0.0002927,75476,1.07e-05,5.992e-05,0.0004596,4.118e-05,0.0001393,3.082e-05,1.905e-05,5.531e-05,0.0001229,5.531e-06,0,0.0007009,-8.97e-06,2.575e-05,5.714e-05,4.303e-05,4.658e-07,2.028e-07,6.251e-05,7.316e-05,0.0002316,-1.07e-05,0.000186,0.0001924,-1.57e-05,7.804e-05,0.0001236,0.0004704,0.0009541,2.849e-05,0.0005725,0.0002367,-2.83e-06,0.0001508,4.374e-05,1.889e-05,3.508e-05,2.163e-07,0.000288,3.348e-05,2.111e-05,-2.8e-05,0.0001,8.491e-05,0.0006893,3.685e-06,-1.52e-05,1.564e-05,0.0001068,0.0001825,1.257e-05,0.0008951,0.000226,1.671e-07,9.904e-06,0.0007488,1.645e-05,2.756e-07,3.629e-05,0.0001966,9.022e-05,2.762e-05,6.854e-05,2.339e-05,5.082e-05,0.0001364,0.0002329,1.055e-05,0.0001137,0.0001542,0.0008476,0.0001805,-1.94e-05,6.762e-05,-2.88e-06,0.0005899,5.435e-06,-6.52e-06,0.0002759,-24.077
-1.47e-06,-2.4e-05,0.0002895,-7.08e-06,0.0003709,0.0003101,21218,-5.24e-06,3.1e-05,0.0004313,1.592e-05,0.0001246,2.47e-05,1.569e-05,5.434e-05,0.000112,5.866e-07,0,0.0007109,-1.99e-05,2.277e-05,4.768e-05,3.586e-05,4.433e-07,2.162e-07,6.979e-05,7.512e-05,0.0002364,-1.17e-05,0.0001685,0.0001443,-2.56e-05,4.437e-05,8.848e-05,0.0004786,0.0010687,6.8e-06,0.0005704,0.0002384,-7.94e-06,0.000136,4.119e-05,2.079e-07,2.736e-05,2.692e-07,0.000236,3.106e-05,2.49e-05,-2.9e-05,8.945e-05,7.625e-05,0.0007104,-1.02e-05,-1.59e-05,1.834e-05,0.0001084,0.0001873,8.149e-06,0.0008167,0.0001761,1.91e-07,6.104e-06,0.0007178,1.089e-05,2.213e-07,4.166e-05,0.0002021,9.134e-05,3.242e-05,5.995e-05,1.787e-05,5.678e-05,0.0001324,0.0002358,1.226e-05,0.0001005,0.00016,0.00088,0.0001572,-1.99e-05,5.488e-05,-1.5e-05,0.0005161,6.278e-06,-8.02e-06,0.0002636,-21.034
-8.19e-07,-1.75e-05,0.000256,-4.25e-06,0.0003002,0.0002453,129846,-2.1e-05,-6.56e-06,0.0003129,-1.15e-05,6.804e-05,2.833e-06,1.508e-05,5.489e-05,7.179e-05,7.42e-07,0,0.0005398,-2.95e-05,2.335e-05,2.128e-05,1.297e-05,4.453e-07,1.801e-07,7.946e-05,7.708e-05,0.0001324,-7.44e-06,0.0001095,2.571e-05,-3.32e-05,-2.8e-06,8.469e-06,0.0004499,0.0007534,-1.51e-05,0.0004855,0.0002375,-7.83e-06,9.488e-05,4.225e-05,-1.82e-05,1.26e-05,7.823e-07,6.658e-05,3.187e-05,2.551e-05,-2.23e-05,5.086e-05,3.876e-05,0.0006654,-2.37e-05,-1.05e-05,1.866e-05,0.0001124,0.0001907,7.855e-06,0.0003757,4.069e-05,2.237e-07,3.172e-06,0.0005077,-1.13e-05,2.33e-07,4.618e-05,0.0001829,9.341e-05,3.408e-05,2.979e-05,8.533e-06,6.239e-05,0.00013,0.0002083,1.227e-05,4.671e-05,0.0001702,0.0007014,0.0001055,-1.38e-05,2.446e-05,-2.65e-05,0.0001843,6.14e-06,-7.17e-06,0.0001878,-9.988
3.976e-07,-2.28e-05,0.0003102,-5.49e-06,0.0003849,0.0003207,107409,-5.85e-06,2.732e-05,0.0004516,1.37e-05,0.0001309,2.815e-05,1.812e-05,5.853e-05,0.0001174,4.038e-06,0,0.0007106,-1.95e-05,2.606e-05,5.295e-05,4.142e-05,9.32e-07,2.593e-07,6.952e-05,7.871e-05,0.0002329,-1.03e-05,0.0001779,0.000138,-2.5e-05,3.969e-05,8.735e-05,0.0004804,0.0010006,5.516e-06,0.0006045,0.0002405,-5.06e-06,0.0001523,4.465e-05,-6.8e-07,3.111e-05,5.077e-07,0.0002325,3.449e-05,2.503e-05,-2.78e-05,9.859e-05,8.083e-05,0.0007025,-1.05e-05,-1.45e-05,1.824e-05,9.855e-05,0.0001938,1.115e-05,0.0008092,0.0001706,2.195e-07,8.301e-06,0.0007363,1.498e-05,1.991e-07,4.29e-05,0.0002131,9.465e-05,3.308e-05,6.789e-05,2.055e-05,5.747e-05,0.0001377,0.000244,1.221e-05,0.000106,0.0001604,0.0008731,0.0001666,-1.86e-05,6.415e-05,-1.49e-05,0.0005236,6.379e-06,-7.43e-06,0.0002661,-19.7
9.124e-06,-1.38e-05,0.0002681,3.974e-06,0.0002372,0.0001876,159038,-2.29e-05,-8.76e-06,0.000422,-1.36e-05,0.0001595,-1.86e-05,2.003e-05,6.28e-05,3.313e-05,2.11e-06,0,0.0004668,-3.14e-05,2.856e-05,-6.73e-06,-1.3e-05,2.727e-07,1.529e-07,8.462e-05,8.594e-05,0.0001024,-6.09e-07,0.0002042,2.215e-05,-3.53e-05,-5.02e-06,5.638e-06,0.0004611,0.0006428,-1.71e-05,0.0004919,0.0002539,-8.58e-06,4.554e-05,4.937e-05,-2.02e-05,4.755e-05,7.618e-07,5.158e-05,3.828e-05,3.237e-05,-1.94e-05,1.766e-05,7.435e-06,0.0006494,-2.56e-05,-4.94e-06,2.333e-05,0.0001304,0.0002113,1.117e-05,0.0003283,3.275e-05,2.224e-07,1.598e-05,0.00061,-2.62e-05,2.107e-07,5.401e-05,0.000192,0.0001025,4.302e-05,-1.83e-08,3.039e-05,6.944e-05,0.0001472,0.0002246,1.477e-05,0.0001327,0.000172,0.0006729,5.326e-05,-9.25e-06,8.003e-05,-2.83e-05,0.0001486,7.517e-06,-9.25e-06,0.0001427,0.0
2.517e-06,-1.62e-05,0.0002524,-1.16e-06,0.0002642,0.0002241,112087,-2.27e-05,-8.83e-06,0.0003277,-1.35e-05,4.031e-05,-1.53e-05,-6.38e-06,4.287e-05,4.404e-05,-1.71e-05,0,0.000504,-3.1e-05,6.911e-07,-3.22e-06,-9.87e-06,3.864e-07,1.931e-07,8.255e-05,5.803e-05,0.0001229,-4.68e-06,5.491e-05,2.133e-05,-3.46e-05,-5.2e-06,5.325e-06,0.0004579,0.0006854,-1.7e-05,0.0004767,0.0002459,-2.26e-05,5.834e-05,2.903e-05,-2e-05,1.513e-05,8.643e-07,5.483e-05,1.094e-05,2.962e-05,-2.16e-05,2.739e-05,1.529e-05,0.0006726,-2.53e-05,-8.24e-06,2.111e-05,0.0001149,0.0002056,-1.2e-05,0.000319,3.344e-05,2.551e-07,6.583e-06,0.0005208,-2.07e-05,2.182e-07,5.158e-05,0.0001813,7.198e-05,3.945e-05,4.718e-06,1.162e-05,7.061e-05,0.0001269,0.0002058,1.403e-05,3.441e-05,0.0001813,0.0006612,7.597e-05,-1.2e-05,2.372e-05,-2.8e-05,0.0001451,7.24e-06,-9.12e-06,0.0001842,-3.969
-1.68e-06,-1.9e-05,0.0002597,-5.24e-06,0.0002694,0.0002139,195976,-2.38e-05,-9.24e-06,0.0003766,-1.42e-05,0.0001162,-1.52e-05,1.519e-06,4.695e-05,4.228e-05,-1.19e-05,0,0.0005239,-3.21e-05,1.08e-05,5.009e-07,-7.66e-06,3.434e-07,1.706e-07,8.534e-05,6.197e-05,0.0001337,-8.55e-06,0.0001584,2.89e-05,-3.56e-05,-5.36e-06,7.331e-06,0.0004729,0.0007583,-1.79e-05,0.0004861,0.0002454,-1.87e-05,6.102e-05,3.387e-05,-2.1e-05,1.217e-05,7.868e-07,7.247e-05,2.157e-05,2.866e-05,-2.39e-05,2.816e-05,1.652e-05,0.000667,-2.65e-05,-1.18e-05,2.089e-05,0.0001241,0.0002004,-5.62e-06,0.0003546,4.652e-05,2.108e-07,2.468e-06,0.0005725,-2.22e-05,2.126e-07,5.084e-05,0.0001755,8.068e-05,3.813e-05,8.136e-06,8.035e-06,7.172e-05,0.0001145,0.000203,1.383e-05,9.075e-05,0.0001688,0.0007148,8.102e-05,-1.52e-05,2.493e-05,-2.92e-05,0.0001765,6.949e-06,-8.27e-06,0.0001807,-3.969
-9.11e-07,-1.7e-05,0.0002633,-4.18e-06,0.0002942,0.0002422,28903,-2.14e-05,-6.73e-06,0.0003156,-1.18e-05,5.781e-05,1.189e-06,1.314e-05,5.245e-05,6.735e-05,2.041e-07,0,0.0005511,-2.97e-05,1.996e-05,1.775e-05,9.832e-06,6.313e-07,2.635e-07,7.619e-05,7.103e-05,0.0001532,-7.25e-06,0.0001039,3.285e-05,-3.34e-05,-2.75e-06,9.237e-06,0.0004692,0.0007812,-1.55e-05,0.0004932,0.0002443,-7.59e-06,9.106e-05,3.828e-05,-1.86e-05,1.155e-05,1.013e-06,8.019e-05,2.797e-05,2.607e-05,-2.17e-05,5.128e-05,3.7e-05,0.0006762,-2.4e-05,-1.02e-05,1.877e-05,0.0001276,0.000192,6.762e-06,0.0004103,5.29e-05,3.413e-07,2.864e-06,0.0005077,-8.11e-06,3.158e-07,4.649e-05,0.000186,8.445e-05,3.451e-05,2.701e-05,7.846e-06,6.298e-05,0.0001244,0.0002124,1.224e-05,4.013e-05,0.0001652,0.0007172,0.0001245,-1.34e-05,2.203e-05,-2.67e-05,0.0002109,6.26e-06,-7.59e-06,0.0002136,-9.988
6.161e-06,-1.37e-05,0.0002423,2.07e-06,0.0002666,0.0002107,123339,-1.87e-05,-4.74e-06,0.0003674,-9.22e-06,5.547e-05,-1.22e-05,-5.3e-06,5.097e-05,5.19e-05,-1.36e-05,0,0.0005133,-2.81e-05,-1e-06,-2.57e-06,-7.54e-06,3.855e-07,2.34e-07,8.757e-05,6.515e-05,0.000146,-1.75e-06,0.0001326,1.878e-05,-3.24e-05,-1.5e-06,6.872e-06,0.0004999,0.0007612,-1.27e-05,0.0004716,0.0002628,-1.88e-05,6.816e-05,3.314e-05,-1.58e-05,2.136e-05,9.379e-07,3.529e-05,4.153e-06,3.452e-05,-1.94e-05,3.641e-05,1.521e-05,0.0007455,-2.17e-05,-5.52e-06,2.522e-05,0.0001324,0.0002114,-9.39e-06,0.0002709,2.475e-05,3.152e-07,1.084e-05,0.0005887,-1.76e-05,2.223e-07,5.737e-05,0.0001735,7.425e-05,4.505e-05,3.456e-06,1.695e-05,7.3e-05,0.0001196,0.0001944,1.59e-05,4.689e-05,0.0001804,0.0007149,7.802e-05,-9.43e-06,3.247e-05,-2.47e-05,0.000103,8.136e-06,-9.12e-06,0.0001874,-3.969
-5.71e-06,-2.83e-05,0.0002861,-1.16e-05,0.0003668,0.0003137,53339,-2.48e-06,3.907e-05,0.0004287,2.202e-05,0.000126,2.55e-05,9.7e-06,4.793e-05,0.0001105,-3.82e-06,0,0.0006878,-1.82e-05,1.749e-05,4.952e-05,3.686e-05,4.492e-07,2.165e-07,6.584e-05,6.606e-05,0.0002052,-1.64e-05,0.0001698,0.0001552,-2.4e-05,5.134e-05,0.0001004,0.0004625,0.0009769,1.136e-05,0.0005737,0.0002279,-1.23e-05,0.0001395,3.552e-05,3.737e-06,2.591e-05,2.35e-07,0.0002505,2.578e-05,2.292e-05,-3.27e-05,9.172e-05,7.54e-05,0.0006995,-8.03e-06,-2.06e-05,1.65e-05,9.565e-05,0.0001793,3.017e-06,0.0008134,0.0001918,1.845e-07,2.139e-06,0.00071,1.259e-05,2.291e-07,3.986e-05,0.0001892,8.23e-05,3.01e-05,6.34e-05,1.481e-05,5.361e-05,0.0001132,0.0002253,1.107e-05,0.000102,0.0001513,0.000831,0.0001603,-2.45e-05,5.885e-05,-1.31e-05,0.0005354,5.854e-06,-7.06e-06,0.0002694,-21.034
2.571e-05,-4.51e-06,0.0001959,1.792e-05,0.0003876,0.0003246,75526,6.25e-05,0.0001251,0.0005494,0.0001015,0.0001886,5.473e-05,8.12e-06,3.944e-05,0.0001386,-3.57e-06,0,0.000671,3.224e-05,1.454e-05,7.936e-05,6.848e-05,3.052e-07,2.504e-07,6.746e-05,5.274e-05,0.0002421,1.14e-05,0.000248,0.0002503,2.124e-05,0.0001446,0.0001853,0.0003647,0.0009414,8.554e-05,0.0004784,0.000175,-8.97e-06,0.0001636,2.926e-05,7.338e-05,6.385e-05,1.814e-07,0.000341,2.149e-05,1.978e-05,-1.02e-05,0.0001208,0.0001037,0.0005656,5.18e-05,5.772e-06,1.356e-05,9.571e-05,0.0001465,1.911e-06,0.0008863,0.000282,1.909e-07,3.553e-05,0.0008533,4.286e-05,4.314e-07,3.911e-05,0.0001207,6.237e-05,2.787e-05,9.085e-05,5.023e-05,5.52e-05,9.171e-05,0.0001417,8.567e-06,0.0001586,0.0001318,0.0007357,0.0001814,6.174e-07,0.0001045,4.227e-05,0.0006095,4.177e-06,-4.67e-06,0.0002945,-36.116
1.097e-05,-1.13e-05,0.0002481,6.109e-06,0.0002474,0.0001947,129545,-2.1e-05,-7.15e-06,0.0004114,-1.16e-05,0.000143,-1.48e-05,7.848e-06,4.978e-05,3.645e-05,-5.9e-06,0,0.0004657,-3.07e-05,1.643e-05,-4.61e-06,-9.77e-06,4.29e-07,2.969e-07,9.06e-05,6.71e-05,0.0001206,1.713e-06,0.000194,1.488e-05,-3.52e-05,-3.9e-06,4.675e-06,0.0004777,0.0006793,-1.5e-05,0.0004708,0.0002557,-1.31e-05,5.491e-05,3.669e-05,-1.81e-05,2.903e-05,1.169e-06,2.889e-05,2.623e-05,3.39e-05,-1.7e-05,1.873e-05,7.781e-06,0.0007037,-2.4e-05,-2.45e-06,2.491e-05,0.000123,0.0002117,8.24e-07,0.0002565,2.004e-05,4.452e-07,1.657e-05,0.0006269,-2.12e-05,2.854e-07,5.758e-05,0.0001677,7.744e-05,4.467e-05,8.969e-07,2.385e-05,7.656e-05,0.0001294,0.0002075,1.658e-05,6.658e-05,0.0001793,0.000664,6.572e-05,-6.69e-06,4.227e-05,-2.71e-05,0.0001012,8.623e-06,-9.9e-06,0.0001616,0.0
2.579e-07,-1.63e-05,0.0002612,-3.05e-06,0.0002955,0.0002274,74515,-2.08e-05,-6.23e-06,0.0002809,-1.12e-05,4.069e-05,2.435e-06,1.294e-05,4.958e-05,7.467e-05,-9.86e-07,0,0.0005499,-2.93e-05,2.003e-05,2.138e-05,1.117e-05,6.313e-07,2.615e-07,8.357e-05,6.869e-05,0.0001549,-6.17e-06,6.343e-05,2.682e-05,-3.31e-05,-2.38e-06,8.577e-06,0.0004737,0.0008096,-1.49e-05,0.0005024,0.0002406,-9.57e-06,9.403e-05,3.737e-05,-1.8e-05,1.226e-05,9.91e-07,6.931e-05,2.812e-05,2.69e-05,-2.12e-05,4.94e-05,3.784e-05,0.0007103,-2.35e-05,-9.29e-06,1.942e-05,0.0001125,0.0001874,5.938e-06,0.0003939,4.142e-05,3.417e-07,4.005e-06,0.0004951,-9.94e-06,2.986e-07,4.77e-05,0.0001808,8.775e-05,3.585e-05,2.963e-05,8.801e-06,6.539e-05,0.0001189,0.0002079,1.296e-05,3.352e-05,0.0001601,0.0007474,0.0001106,-1.25e-05,2.137e-05,-2.62e-05,0.000194,6.621e-06,-7.48e-06,0.0001801,-9.988
6.499e-07,-1.63e-05,0.0002586,-2.7e-06,0.0002953,0.000245,10194,-2.26e-05,-8.5e-06,0.000296,-1.33e-05,4.187e-05,5.618e-07,1.231e-05,5.014e-05,6.499e-05,-1.67e-06,0,0.0005282,-3.07e-05,1.981e-05,1.598e-05,8.577e-06,5.786e-07,2.568e-07,7.995e-05,6.864e-05,0.0001772,-5.88e-06,9.086e-05,2.444e-05,-3.43e-05,-4.8e-06,6.077e-06,0.0004598,0.000749,-1.69e-05,0.0004877,0.000241,-9.39e-06,8.502e-05,3.706e-05,-1.99e-05,1.285e-05,1.021e-06,6.54e-05,2.737e-05,2.695e-05,-2.14e-05,4.927e-05,3.516e-05,0.0006841,-2.52e-05,-9.07e-06,1.953e-05,0.0001196,0.0001907,5.26e-06,0.0003701,3.93e-05,3.392e-07,4.441e-06,0.0005058,-9.01e-06,2.942e-07,4.917e-05,0.000181,8.454e-05,3.616e-05,2.501e-05,9.31e-06,6.619e-05,0.00013,0.0002098,1.258e-05,3.46e-05,0.000161,0.0007054,0.0001089,-1.24e-05,2.207e-05,-2.78e-05,0.000181,6.216e-06,-7.34e-06,0.00021,-9.988
-8.83e-06,-2.83e-05,0.0002912,-1.36e-05,0.0003859,0.0003054,103913,-8.6e-06,1.826e-05,0.0003749,8.006e-06,0.000102,2.2e-05,1.525e-05,5.391e-05,0.0001046,9.801e-07,0,0.0006797,-2.13e-05,2.284e-05,4.754e-05,3.523e-05,5.471e-07,2.177e-07,7.256e-05,7.128e-05,0.0002221,-1.76e-05,0.000141,0.0001249,-2.67e-05,2.723e-05,6.778e-05,0.0004752,0.0009712,1.041e-06,0.0005742,0.000234,-7.21e-06,0.000134,4.083e-05,-4.18e-06,1.63e-05,3.432e-07,0.0002073,3.104e-05,2.577e-05,-3.27e-05,8.661e-05,7.142e-05,0.0007091,-1.27e-05,-2.12e-05,1.891e-05,0.0001109,0.0001823,8.133e-06,0.0007588,0.0001535,2.16e-07,-2.47e-06,0.0006421,7.891e-06,2.282e-07,4.269e-05,0.0001991,8.699e-05,3.383e-05,5.827e-05,7.542e-06,5.69e-05,0.0001141,0.0002272,1.267e-05,8.232e-05,0.0001543,0.0008357,0.0001585,-2.47e-05,4.458e-05,-1.68e-05,0.0004848,6.316e-06,-6.87e-06,0.0002796,-21.034
